23:58:49	47019.93
23:59:03	47038.46
23:59:17	47038.46
23:59:31	47038.46
23:59:45	47038.46
00:00:00	47038.33
00:00:14	47038.33
00:00:28	47038.33
00:00:42	47065.24
00:00:56	47065.24
00:01:10	47065.24
00:01:25	47065.24
00:01:39	47065.24
00:01:53	47065.24
00:02:07	47065.24
00:02:21	47044.62
00:02:36	47044.62
00:02:50	47055.08
00:03:04	47055.08
00:03:18	47055.08
00:03:32	47055.08
00:03:46	47055.08
00:04:01	47027.45
00:04:15	47027.45
00:04:29	47041.41
00:04:43	47041.41
00:04:57	47041.41
00:05:11	47041.41
00:05:26	47041.41
00:05:40	47030.68
00:05:54	47030.68
00:06:08	47030.68
00:06:22	47030.68
00:06:37	47030.68
00:06:51	47011.08
00:07:05	47011.08
00:07:19	47011.08
00:07:33	47011.08
00:07:47	47011.08
00:08:02	47003.99
00:08:16	47003.99
00:08:30	47003.99
00:08:44	47003.99
00:08:58	47003.99
00:09:13	46982.25
00:09:27	46982.25
00:09:41	46988.02
00:09:55	46988.02
00:10:09	46988.02
00:10:23	46988.02
00:10:38	46988.02
00:10:52	46976.43
00:11:06	46976.43
00:11:20	46976.43
00:11:34	46976.43
00:11:48	46973.75
00:12:03	46973.75
00:12:17	46973.75
00:12:31	46973.75
00:12:45	46973.75
00:13:00	46975.76
00:13:14	46975.76
00:13:29	46975.76
00:13:43	46975.76
00:13:57	46965.41
00:14:11	46965.41
00:14:25	46965.41
00:14:40	46966.15
00:14:54	46966.15
00:15:08	46966.15
00:15:22	46966.15
00:15:36	46965.66
00:15:51	46965.66
00:16:05	46965.66
00:16:19	46965.66
00:16:33	46965.66
00:16:47	46965.66
00:17:02	46965.66
00:17:16	46999.73
00:17:30	46999.73
00:17:44	46999.73
00:17:58	46989.5
00:18:12	46989.5
00:18:27	46989.5
00:18:41	46989.5
00:18:55	46959.7
00:19:09	46959.7
00:19:23	46959.7
00:19:38	46959.7
00:19:52	46959.7
00:20:06	46963.94
00:20:20	46963.94
00:20:34	46961.4
00:20:48	46961.4
00:21:03	46961.4
00:21:17	46961.4
00:21:31	46961.4
00:21:45	46964.4
00:21:59	46964.4
00:22:14	46964.4
00:22:28	46964.4
00:22:42	46967.58
00:22:56	46967.58
00:23:10	46967.58
00:23:24	46967.58
00:23:39	46967.58
00:23:53	46971.39
00:24:07	46971.39
00:24:21	46971.39
00:24:35	46971.39
00:24:49	46970.38
00:25:04	46970.38
00:25:18	46970.38
00:25:32	46970.38
00:25:46	46970.38
00:26:00	46975.88
00:26:14	46975.88
00:26:29	46975.88
00:26:43	46975.88
00:26:57	46975.88
00:27:12	46915.6
00:27:26	46915.6
00:27:41	46915.6
00:27:55	46915.6
00:28:09	46898.78
00:28:23	46898.78
00:28:37	46921.42
00:28:51	46921.42
00:29:06	46921.42
00:29:20	46921.42
00:29:34	46921.42
00:29:48	46949.61
00:30:02	46949.61
00:30:16	46949.61
00:30:31	46949.61
00:30:45	46949.61
